1431063248.973298,recv,h1,getCountsResponse
1431063249.032261,recv,h10,getCountsResponse
1431063249.040173,recv,h3,getCountsResponse
1431063249.072973,recv,h7,getCountsResponse
1431063249.372916,send,h8,setTopK
1431063249.46029,send,h9,setTopK
1431063249.46226,send,h2,setTopK
1431063249.464054,send,h3,setTopK
1431063249.465795,send,h1,setTopK
1431063249.46753,send,h6,setTopK
1431063249.469318,send,h7,setTopK
1431063249.471057,send,h4,setTopK
1431063249.489784,send,h5,setTopK
1431063249.49194,send,h10,setTopK
1431063249.900225,recv,h10,handleViolations
1431063249.900367,send,h10,setNodeParams
1431063249.953119,recv,h5,handleViolations
1431063249.953142,send,h8,getSomeCounts
1431063249.955129,send,h9,getSomeCounts
1431063249.956733,send,h2,getSomeCounts
1431063249.95825,send,h3,getSomeCounts
1431063250.020233,send,h1,getSomeCounts
1431063250.021995,send,h6,getSomeCounts
1431063250.023461,send,h7,getSomeCounts
1431063250.024942,send,h4,getSomeCounts
1431063250.02648,send,h10,getSomeCounts
1431063250.25303,recv,h9,getCountsResponse
1431063250.300316,recv,h2,getCountsResponse
1431063250.360075,recv,h6,getCountsResponse
1431063250.420171,recv,h3,getCountsResponse
1431063250.63313,recv,h7,handleViolations
1431063250.683679,recv,h7,getCountsResponse
1431063250.813065,recv,h1,getCountsResponse
1431063250.852121,recv,h4,getCountsResponse
1431063250.920207,recv,h8,getCountsResponse
1431063251.01234,recv,h3,handleViolations
1431063251.082242,recv,h4,handleViolations
1431063251.137022,recv,h9,handleViolations
1431063251.180402,recv,h8,handleViolations
1431063251.201161,recv,h10,getCountsResponse
1431063251.341219,recv,h6,handleViolations
1431063251.384453,recv,h2,handleViolations
1431063251.552472,recv,h1,handleViolations
1431063251.677104,send,h8,setTopK
1431063251.680792,send,h9,setTopK
1431063251.684573,send,h2,setTopK
1431063251.692733,send,h3,setTopK
1431063251.740104,send,h1,setTopK
1431063251.745015,send,h6,setTopK
1431063251.749336,send,h7,setTopK
1431063251.800538,send,h4,setTopK
1431063251.803897,send,h5,setTopK
1431063251.80695,send,h10,setTopK
1431063252.2412,recv,h10,handleViolations
1431063252.241223,send,h8,getSomeCounts
1431063252.243336,send,h9,getSomeCounts
1431063252.357129,send,h2,getSomeCounts
1431063252.359337,send,h3,getSomeCounts
1431063252.361147,send,h1,getSomeCounts
1431063252.362782,send,h6,getSomeCounts
1431063252.364439,send,h7,getSomeCounts
1431063252.366138,send,h4,getSomeCounts
1431063252.367852,send,h5,getSomeCounts
1431063252.472169,recv,h8,getCountsResponse
1431063252.580136,recv,h5,getCountsResponse
1431063252.634065,recv,h9,getCountsResponse
1431063252.700209,recv,h7,getCountsResponse
1431063252.839121,recv,h3,getCountsResponse
1431063252.892183,recv,h1,getCountsResponse
1431063253.072127,recv,h4,getCountsResponse
1431063253.132125,recv,h2,getCountsResponse
1431063253.173164,recv,h6,getCountsResponse
1431063253.373259,recv,h8,handleViolations
1431063253.373646,recv,h5,handleViolations
1431063253.500399,recv,h7,handleViolations
1431063253.500619,send,h8,setTopK
1431063253.572909,send,h9,setTopK
1431063253.57349,recv,h1,handleViolations
1431063253.6144,recv,h6,handleViolations
1431063253.614996,send,h2,setTopK
1431063253.617892,send,h3,setTopK
1431063253.620085,send,h1,setTopK
1431063253.622239,send,h6,setTopK
1431063253.624702,send,h7,setTopK
1431063253.627252,send,h4,setTopK
1431063253.629838,send,h5,setTopK
1431063253.701695,recv,h2,handleViolations
1431063253.800405,send,h10,setTopK
1431063254.000068,recv,h9,handleViolations
1431063254.001533,recv,h3,handleViolations
1431063254.001569,send,h8,getSomeCounts
1431063254.002098,recv,h4,handleViolations
1431063254.004317,send,h9,getSomeCounts
1431063254.006162,send,h2,getSomeCounts
1431063254.008006,send,h1,getSomeCounts
1431063254.009927,send,h6,getSomeCounts
1431063254.012149,send,h7,getSomeCounts
1431063254.014187,send,h4,getSomeCounts
1431063254.100036,send,h5,getSomeCounts
1431063254.102809,send,h10,getSomeCounts
1431063254.214264,recv,h6,getCountsResponse
1431063254.280239,recv,h2,getCountsResponse
1431063254.445476,recv,h1,getCountsResponse
1431063254.492494,recv,h7,getCountsResponse
1431063254.573117,recv,h9,getCountsResponse
1431063254.626456,recv,h10,getCountsResponse
1431063254.661145,recv,h4,getCountsResponse
1431063254.78145,recv,h8,getCountsResponse
1431063254.952184,recv,h5,getCountsResponse
1431063255.072329,recv,h9,handleViolations
1431063255.229194,send,h8,setTopK
1431063255.233437,send,h9,setTopK
1431063255.235849,send,h2,setTopK
1431063255.23816,send,h3,setTopK
1431063255.253781,send,h1,setTopK
1431063255.256177,send,h6,setTopK
1431063255.258499,send,h7,setTopK
1431063255.392501,recv,h4,handleViolations
1431063255.392791,send,h4,setTopK
1431063255.456586,recv,h5,handleViolations
1431063255.456825,send,h5,setTopK
1431063255.45918,send,h10,setTopK
1431063255.601196,recv,h10,handleViolations
1431063255.652362,recv,h1,handleViolations
1431063255.652407,send,h8,getSomeCounts
1431063255.654804,send,h9,getSomeCounts
1431063255.656812,send,h2,getSomeCounts
1431063255.720083,send,h3,getSomeCounts
1431063255.720813,recv,h8,handleViolations
1431063255.820815,send,h6,getSomeCounts
1431063255.821343,recv,h7,handleViolations
1431063255.880232,recv,h6,handleViolations
1431063255.880747,send,h7,getSomeCounts
1431063255.882919,send,h4,getSomeCounts
1431063255.885463,send,h5,getSomeCounts
1431063255.91997,send,h10,getSomeCounts
1431063255.920489,recv,h8,getCountsResponse
1431063256.092228,recv,h9,getCountsResponse
1431063256.200275,recv,h2,handleViolations
1431063256.381194,recv,h2,getCountsResponse
1431063256.433169,recv,h3,getCountsResponse
1431063256.453213,recv,h4,getCountsResponse
1431063256.533152,recv,h10,getCountsResponse
1431063256.59316,recv,h6,getCountsResponse
1431063256.673105,recv,h7,getCountsResponse
1431063256.733109,recv,h5,getCountsResponse
1431063256.781611,recv,h7,handleViolations
1431063257.032162,send,h8,setTopK
1431063257.035973,send,h9,setTopK
1431063257.038577,send,h2,setTopK
1431063257.222071,recv,h3,handleViolations
1431063257.222152,send,h3,setTopK
1431063257.226978,send,h1,setTopK
1431063257.231075,send,h6,setTopK
1431063257.439996,send,h7,setTopK
1431063257.613042,send,h4,setTopK
1431063257.613632,recv,h9,handleViolations
1431063257.677311,recv,h4,handleViolations
1431063257.677942,send,h5,setTopK
1431063257.680398,send,h10,setTopK
1431063257.683079,send,h8,getSomeCounts
1431063257.68532,send,h2,getSomeCounts
1431063257.687453,send,h3,getSomeCounts
1431063257.689523,send,h1,getSomeCounts
1431063257.691853,send,h6,getSomeCounts
1431063257.720217,send,h7,getSomeCounts
1431063257.722268,send,h4,getSomeCounts
1431063257.724248,send,h5,getSomeCounts
1431063257.726263,send,h10,getSomeCounts
1431063257.892349,recv,h5,handleViolations
1431063257.893295,recv,h10,handleViolations
1431063257.981244,recv,h2,getCountsResponse
1431063258.041209,recv,h3,getCountsResponse
1431063258.115239,recv,h4,getCountsResponse
1431063258.140708,recv,h7,getCountsResponse
1431063258.214444,recv,h6,getCountsResponse
1431063258.276772,recv,h1,getCountsResponse
1431063258.492238,recv,h8,getCountsResponse
1431063258.593678,recv,h10,getCountsResponse
1431063258.71346,recv,h5,getCountsResponse
1431063258.84138,recv,h1,handleViolations
1431063258.841857,send,h8,setTopK
1431063258.849335,send,h9,setTopK
1431063259.07402,send,h2,setTopK
1431063259.075306,recv,h8,handleViolations
1431063259.082961,send,h3,setTopK
1431063259.085856,send,h1,setTopK
1431063259.08946,send,h6,setTopK
1431063259.237853,send,h7,setTopK
1431063259.238824,recv,h6,handleViolations
1431063259.477938,send,h4,setTopK
1431063259.482777,send,h5,setTopK
1431063259.485556,send,h10,setTopK
1431063259.653199,recv,h3,handleViolations
1431063259.653238,send,h8,getSomeCounts
1431063259.655705,send,h9,getSomeCounts
1431063259.657723,send,h2,getSomeCounts
1431063259.659674,send,h1,getSomeCounts
1431063259.835385,send,h6,getSomeCounts
1431063259.837897,send,h7,getSomeCounts
1431063259.840049,send,h4,getSomeCounts
1431063260.052637,send,h5,getSomeCounts
1431063260.063073,send,h10,getSomeCounts
1431063260.200361,recv,h8,getCountsResponse
1431063260.221088,recv,h1,getCountsResponse
1431063260.412561,recv,h2,getCountsResponse
1431063260.433889,recv,h9,getCountsResponse
1431063260.440836,recv,h4,getCountsResponse
1431063260.593272,recv,h9,handleViolations
1431063260.720499,recv,h6,getCountsResponse
1431063260.764355,recv,h7,getCountsResponse
1431063261.120408,recv,h1,handleViolations
1431063261.161994,recv,h5,getCountsResponse
1431063261.573236,recv,h10,getCountsResponse
1431063261.672309,send,h8,setTopK
1431063261.681908,send,h9,setTopK
1431063261.684069,send,h2,setTopK
1431063261.68628,send,h3,setTopK
1431063261.694443,send,h1,setTopK
1431063261.696858,send,h6,setTopK
1431063261.699134,send,h7,setTopK
1431063261.721079,send,h4,setTopK
1431063261.723351,send,h5,setTopK
1431063261.737034,send,h10,setTopK
1431063263.792705,recv,h3,handleViolations
1431063263.792744,send,h8,getSomeCounts
1431063263.871871,send,h9,getSomeCounts
1431063264.000719,send,h2,getSomeCounts
1431063264.003201,send,h1,getSomeCounts
1431063264.005834,send,h6,getSomeCounts
1431063264.007895,send,h7,getSomeCounts
1431063264.00995,send,h4,getSomeCounts
1431063264.011903,send,h5,getSomeCounts
1431063264.192909,send,h10,getSomeCounts
1431063264.19351,recv,h8,getCountsResponse
1431063264.312684,recv,h6,getCountsResponse
1431063264.393024,recv,h4,getCountsResponse
1431063264.442169,recv,h1,getCountsResponse
1431063264.600271,recv,h7,getCountsResponse
1431063264.641131,recv,h9,getCountsResponse
1431063264.713081,recv,h2,getCountsResponse
1431063264.757125,recv,h5,getCountsResponse
1431063264.832304,recv,h10,getCountsResponse
1431063264.832781,send,h8,setTopK
1431063264.835806,send,h9,setTopK
1431063264.83807,send,h2,setTopK
1431063264.840215,send,h3,setTopK
1431063265.012252,send,h1,setTopK
1431063265.014898,send,h6,setTopK
1431063265.017055,send,h7,setTopK
1431063265.019003,send,h4,setTopK
1431063265.160211,send,h5,setTopK
1431063265.162175,send,h10,setTopK
